Protein.Group,Genes
Q9BVG9;A0A0J9YWQ2,PTDSS2
Q9BVI0,PHF20
Q9BVI0;Q5JWZ0;Q5JXL1,PHF20
Q9BVI4,NOC4L
Q9BVI4;F5H303,NOC4L
Q9BVJ6,UTP14A
Q9BVJ6;Q9BVJ6-3,UTP14A
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,UTP14A
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2;Q5TAP6,UTP14A;UTP14C
Q9BVK2;Q9BVK2-2;A0A7P0T837;A0A7P0T845;A0A7P0T8Q8;A0A7P0T919;A0A7P0TAA1;A0A7P0TAL7;A0A804G6E3;E9PKA5;H0YDD3;H0YDV4,ALG8
Q9BVK6,TMED9
Q9BVK6;Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3;F8W7F7,TMED4;TMED9
Q9BVK8;A8MU21,TMEM147
Q9BVL2;Q9BVL2-2;Q9BVL2-3;A0A8Q3WKK5;A0A8Q3WKL7;A0A8Q3WKQ7;A0A8Q3WLQ2;H7BYF2;Q5JRG1,NUP58
Q9BVL4,SELENOO
Q9BVM2,DPCD
Q9BVM2;Q5JQQ2;Q5JQQ4,DPCD
Q9BVM4,GGACT
Q9BVN2;Q9BVN2-2;Q9BVN2-3;Q9BVN2-4;A0A8Q3SIT1;Q68CX2,RUSC1
Q9BVP2;Q9BVP2-2,GNL3
Q9BVP2;Q9BVP2-2;B4DMU5;C9JZT7,GNL3
Q9BVQ7;H0YCA5,AFG2B
Q9BVQ7;Q9BVQ7-2,AFG2B
Q9BVQ7;Q9BVQ7-2;H0YCA5,AFG2B
Q9BVS4,RIOK2
Q9BVS4;Q9BVS4-2,RIOK2
Q9BVS5,TRMT61B
Q9BVT8;A0A590UJA9;C9JCW7;C9JE12,TMUB1
Q9BVV6-3;Q9BVV6;Q9BVV6-4;A0A494C0M8;A0A494C171;A0A087WYM5,KIAA0586
Q9BVV7,TIMM21
Q9BVW5;H3BU04,TIPIN
Q9BVX2,TMEM106C
Q9BW04;Q9BW04-2,SARG
Q9BW19,KIFC1
Q9BW27,NUP85
Q9BW60,ELOVL1
Q9BW61,DDA1
Q9BW62,KATNAL1
Q9BW66;Q9BW66-3;H0YN33,CINP
Q9BW71,HIRIP3
Q9BW72,HIGD2A
Q9BW83;Q9BW83-2,IFT27
Q9BW83;Q9BW83-2;F5GZ09,IFT27
Q9BW85,YJU2
Q9BW85;M0R2S3,YJU2
Q9BW85;Q5M775;A0A7I2V416;A0A7I2V451;A0A7I2V486;A0A7I2YQJ3;A0A7P0TBP2;M0R2S3,SPECC1;YJU2
Q9BW91;Q9BW91-2,NUDT9
Q9BW92,TARS2
Q9BW92;U3KQG0,TARS2
Q9BWC9;K7EMI9,CCDC106
Q9BWD1,ACAT2
Q9BWE0;Q9BWE0-4,REPIN1
Q9BWE0;Q9BWE0-4;C9JYJ8;C9JZE3,REPIN1
Q9BWF2,TRAIP
Q9BWF3,RBM4
Q9BWF3;Q96PK6-5,RBM14;RBM4
Q9BWG6,SCNM1
Q9BWH2,FUNDC2
Q9BWH2;H7C0K8,FUNDC2
Q9BWH6;Q9BWH6-2;H3BRE8,RPAP1
Q9BWH6;Q9BWH6-3,RPAP1
Q9BWH6;Q9BWH6-3;Q9BWH6-2,RPAP1
Q9BWH6;Q9BWH6-3;Q9BWH6-2;H3BRE8,RPAP1
Q9BWJ5,SF3B5
Q9BWK5;Q9BWK5-4;C9JKC7,CYREN
Q9BWL3;Q9BWL3-2,C1orf43
Q9BWM7;A0A8V8TM72;A0A8V8TP06,SFXN3
Q9BWN1,PRR14
Q9BWS9;Q9BWS9-2;E9PPA0,CHID1
Q9BWS9;Q9BWS9-2;Q9BWS9-3,CHID1
Q9BWS9;Q9BWS9-2;Q9BWS9-3;E9PPA0,CHID1
Q9BWT1;Q9BWT1-3;A0A8Q3SIB2,CDCA7
Q9BWT3;Q9BWT3-2,PAPOLG
Q9BWT3;Q9BWT3-2;P51003;G3XAH6,PAPOLA;PAPOLG
Q9BWT3;Q9BWT3-2;P51003;Q9NRJ5;G3XAH6,PAPOLA;PAPOLB;PAPOLG
Q9BWT7,CARD10
Q9BWT7;Q9BWT7-2,CARD10
Q9BWT7;Q9BWT7-2;B0QYC4,CARD10
Q9BWU0;A0A087X0M4;A0A8Q3WKX9,SLC4A1AP
Q9BWU1-2,CDK19
Q9BWW4;Q9BWW4-2;Q9BWW4-3;P81877;P81877-2;P81877-3;P81877-4;P81877-5;Q9BWG4;Q9BWG4-2;A0A087WVT6;A0A087X159;D6RAC5,SSBP2;SSBP3;SSBP4
Q9BX10;Q9BX10-4,GTPBP2
Q9BX40;Q9BX40-2,LSM14B
Q9BX40;Q9BX40-2;Q5TBQ0,LSM14B
Q9BX46;Q9H0Z9;Q9H0Z9-2;F6VZ39,RBM24;RBM38
Q9BX63,BRIP1
Q9BX63;A0A804HL36,BRIP1
Q9BX66-12;Q9BX66-8;Q9BX66-9;Q9BX66;Q9BX66-11;Q9BX66-2;Q9BX66-3,SORBS1
Q9BX66-12;Q9BX66-8;Q9BX66-9;Q9BX66;Q9BX66-11;Q9BX66-2;Q9BX66-3;Q9BX66-6;O94875-11;C9JWC3;O94875-2;A0A8Q3WKH1;Q9BX66-5,SORBS1;SORBS2
Q9BX66-12;Q9BX66-8;Q9BX66-9;Q9BX66;Q9BX66-11;Q9BX66-2;Q9BX66-3;Q9BX66-6;Q9BX66-5,SORBS1
Q9BX68,HINT2
Q9BX69,CARD6
Q9BX69;A0A0B4J1T5,CARD6
Q9BX70,BTBD2
Q9BX73;Q9BX73-2;E5RIQ5,TM2D2
Q9BX74;J3KPA2,TM2D1
Q9BX95,SGPP1
Q9BXB1;Q9BXB1-2,LGR4
Q9BXB1;Q9BXB1-2;E9PK51,LGR4
Q9BXB4,OSBPL11
Q9BXB4;Q9BXB5;Q9BXB5-2,OSBPL10;OSBPL11
Q9BXB5,OSBPL10
Q9BXB5-2,OSBPL10
Q9BXB5;Q9BXB5-2,OSBPL10
Q9BXC9;A0A804HIE1;A0A804HJ30;A0A804HJQ5;A0A804HJV0;A0A804HJV2;A0A804HKF2;H3BRL0,BBS2
Q9BXD5;Q9BXD5-2,NPL
Q9BXD5;Q9BXD5-2;Q9BXD5-3;Q9BXD5-4;A0A087WZ70,NPL
Q9BXH1;Q9BXH1-2,BBC3
Q9BXI6;Q9BXI6-2;F8WCD1,TBC1D10A
Q9BXI9;Q9BXI9-1,C1QTNF6
Q9BXJ9,NAA15
Q9BXK5;A0A087WX97,BCL2L13
Q9BXL6;A0A494C1N2,CARD14
Q9BXL8,CDCA4
Q9BXP2,SLC12A9
Q9BXP2;Q9BXP2-2;Q9BXP2-3;Q9BXP2-4,SLC12A9
Q9BXP2;Q9BXP2-2;Q9BXP2-3;Q9BXP2-4;C9J0I5;C9JBD8,SLC12A9
Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5,SRRT
Q9BXR0,QTRT1
Q9BXS4,TMEM59
Q9BXS5;Q9BXS5-2,AP1M1
Q9BXS5;Q9BXS5-2;Q9Y6Q5;Q9Y6Q5-2,AP1M1;AP1M2
Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-5;Q9BXS6-4;Q9BXS6-6,NUSAP1
Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-5;Q9BXS6-4;Q9BXS6-6;Q9BXS6-7,NUSAP1
Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-5;Q9BXS6-7,NUSAP1
Q9BXS6;Q9BXS6-2;Q9BXS6-7,NUSAP1
Q9BXV9,GON7
Q9BXV9;H0YJA8,GON7
Q9BXW6,OSBPL1A
Q9BXW7;Q9BXW7-2,HDHD5
Q9BXW7;Q9BXW7-2;A8MYZ9,HDHD5
Q9BXW9,FANCD2
Q9BXY0,MAK16
Q9BXY0;H0YBV6,MAK16
Q9BY12;H3BS25,SCAPER
Q9BY12;Q9BY12-3,SCAPER
Q9BY12;Q9BY12-3;H3BS25,SCAPER
Q9BY27,DGCR6L
Q9BY27;Q14129-2;K7ELY4,DGCR6;DGCR6L
Q9BY32,ITPA
Q9BY41;Q9BY41-4;A0A3B3IRI9;A0A3B3IRV1;A0A3B3IS68;A0A3B3ISJ4;A0A3B3IT04;A0A3B3IT30;A0A3B3ITZ3;A6NGJ7,HDAC8
Q9BY42;A0A0A0MQR2,RTF2
Q9BY43;Q9BY43-2,CHMP4A
Q9BY44,EIF2A
Q9BY49;B4DJS2,PECR
Q9BY49;Q9BY49-2,PECR
Q9BY50;B4DI03;K7EJQ7,SEC11C
Q9BY77,POLDIP3
Q9BY77-2,POLDIP3
Q9BY77-2;Q9BY77,POLDIP3
Q9BY78,RNF26
Q9BY89,KIAA1671
Q9BY89-2,KIAA1671
Q9BY89;Q9BY89-2;A0A1B0GVJ7,KIAA1671
Q9BYB0;Q9BYB0-3;A0A590UJL3;A0A0U1RQS4;A0A0U1RR93;A0A590UJY5,SHANK3
Q9BYB4,GNB1L
Q9BYB4;Q9BYB4-2,GNB1L
Q9BYB4;Q9BYB4-2;C9JPQ6,GNB1L
Q9BYC5,FUT8
Q9BYC8,MRPL32
Q9BYC9,MRPL20
Q9BYC9;Q9BYC9-2;I3L2X1,MRPL20
Q9BYD1,MRPL13
Q9BYD2,MRPL9
Q9BYD2;Q5SZR1,MRPL9
Q9BYD3;K7ES61,MRPL4
Q9BYD6,MRPL1
Q9BYD6;H0Y8N7,MRPL1
Q9BYE7;Q9BYE7-3,PCGF6
Q9BYE7;Q9BYE7-3;A0A3B3ISZ4,PCGF6
Q9BYG3,NIFK
Q9BYG5,PARD6B
Q9BYI3,HYCC1
Q9BYI3-3,HYCC1
Q9BYI3;Q9BYI3-3,HYCC1
Q9BYI3;Q9BYI3-3;Q8IXS8;A0A804HIT6,HYCC1;HYCC2
Q9BYJ9,YTHDF1
Q9BYJ9;Q7Z739;A0A024R7W5;A0A087WY31;A0A087X0Q1,YTHDF1;YTHDF3
Q9BYJ9;Q9Y5A9;Q9Y5A9-2,YTHDF1;YTHDF2
Q9BYJ9;Q9Y5A9;Q9Y5A9-2;Q7Z739;A0A024R7W5;A0A087WY31;A0A087X0Q1,YTHDF1;YTHDF2;YTHDF3
Q9BYK8,HELZ2
Q9BYM8;Q9BYM8-3;A0A8V8TMZ2,RBCK1
Q9BYN0,SRXN1
Q9BYN8,MRPS26
Q9BYT1;Q9BYT1-2,SLC17A9
Q9BYT8,NLN
Q9BYT8;E9PCB6,NLN
Q9BYV2;Q9BYV2-2,TRIM54
Q9BYV8,CEP41
Q9BYW2,SETD2
Q9BYX2;Q9BYX2-2,TBC1D2
Q9BYX4,IFIH1
Q9BYZ2,LDHAL6B
Q9BZ23;Q9BZ23-3;Q9BZ23-4,PANK2
Q9BZ23;Q9BZ23-3;Q9BZ23-4;Q8TE04;Q8TE04-2;Q8TE04-3;Q8TE04-4;A0A8C8KBT8,PANK1;PANK2
Q9BZ67;Q9BZ67-2;Q9BZ67-3,FRMD8
Q9BZ67;Q9BZ67-2;Q9BZ67-3;E9PS62,FRMD8
Q9BZ71;Q9BZ71-3;Q9BZ71-2,PITPNM3
Q9BZ72;Q9BZ72-2;Q9BZ72-3,PITPNM2
Q9BZ72;Q9BZ72-2;S4R414,PITPNM2
Q9BZ95;Q9BZ95-2;Q9BZ95-4;Q9BZ95-5,NSD3
Q9BZC7;Q9BZC7-3;Q9BZC7-4;A0A087WXK5,ABCA2
Q9BZC7;Q9BZC7-3;Q9BZC7-4;A0A087WXK5;O95477;A0A7I2V5U0,ABCA1;ABCA2
Q9BZD2;Q9BZD2-2;A0A2R8YDR8,SLC29A3
Q9BZD4,NUF2
Q9BZD4;E9PQC4,NUF2
Q9BZE0,GLIS2
Q9BZE1,MRPL37
Q9BZE2,PUS3
Q9BZE4,GTPBP4
Q9BZE4;Q9BZE4-2,GTPBP4
Q9BZE4;Q9BZE4-2;Q5T3R7,GTPBP4
Q9BZE9;Q9BZE9-2,ASPSCR1
Q9BZF1;F8VQX7,OSBPL8
Q9BZF1;Q9BZF1-2;Q9BZF1-3,OSBPL8
Q9BZF1;Q9BZF1-2;Q9BZF1-3;F8VQX7,OSBPL8
Q9BZF1;Q9BZF1-2;Q9BZF1-3;Q9H0X9;Q9H0X9-2;Q9H0X9-3;F8VQX7,OSBPL5;OSBPL8
Q9BZF3;Q9BZF3-2,OSBPL6
Q9BZF9;Q9BZF9-2,UACA
Q9BZG1,RAB34
Q9BZG8;Q9BZG8-1;I3L1H5,DPH1
Q9BZH6,WDR11
Q9BZH6;S4R3Z0,WDR11
Q9BZI7,UPF3B
Q9BZJ0;Q9BZJ0-3;Q5JY65,CRNKL1
Q9BZJ4;Q9BZJ4-2,SLC25A39
Q9BZK3,NACA4P
Q9BZK3;E9PAV3;E9PAV3-2;Q13765;A0A7I2V2K5;A0A7I2V473;F8VZJ2;H0YHX9,NACA;NACA4P
Q9BZK7,TBL1XR1
Q9BZL1,UBL5
Q9BZL1;K7EQ43,UBL5
Q9BZL4,PPP1R12C
Q9BZL4-3;Q9BZL4-4;K7EL81,PPP1R12C
Q9BZL4;Q9BZL4-3;Q9BZL4-4;K7EL81,PPP1R12C
Q9BZL6;Q9BZL6-3,PRKD2
Q9BZL6;Q9BZL6-3;Q15139;F8WBA3,PRKD1;PRKD2
Q9BZM4,ULBP3
Q9BZQ6;Q9BZQ6-2;A0A8I5KTR7;A0A8J8YX80;A0A8I5KR65;A0A8I5KVE6;A0A8I5KWI4,EDEM3
Q9BZQ8,NIBAN1
Q9BZR9;A0A2U3TZI0,TRIM8
Q9BZV1,UBXN6
Q9BZW7-2,TSGA10
Q9BZX2;A0A2R8Y653,UCK2
Q9BZX2;A0A2R8Y653;Q9HA47;Q9HA47-3;Q9HA47-4,UCK1;UCK2
Q9BZZ5-2;Q9BZZ5-5,API5
Q9BZZ5;Q9BZZ5-1;Q9BZZ5-2,API5
Q9BZZ5;Q9BZZ5-1;Q9BZZ5-2;Q9BZZ5-6,API5
Q9BZZ5;Q9BZZ5-1;Q9BZZ5-2;Q9BZZ5-6;Q9BZZ5-5,API5
Q9BZZ5;Q9BZZ5-6,API5
Q9C005,DPY30
Q9C029,TRIM7
Q9C035-6;Q9C035;Q9C035-2;Q9C035-3;Q9C035-4;Q9C035-5;A0A804HHS7;E7EQQ5,TRIM5
Q9C037;Q9C037-2,TRIM4
Q9C037;Q9C037-2;Q9C037-3;H7C0Q6,TRIM4
Q9C086;F8WCL7;J3KQ70,INO80B;INO80B-WBP1
Q9C0A6;Q9C0A6-2;Q9C0A6-3;A0A804HKJ9;E7EWN3,SETD5
Q9C0B0,UNK
Q9C0B0;A0A0A0MRZ1,UNK;UNKL
Q9C0B1;A0A1B0GTC3;A0A1B0GVH5,FTO
Q9C0B1;Q9C0B1-4;Q9C0B1-2;A0A1B0GTC3;A0A1B0GVH5,FTO
Q9C0B1;Q9C0B1-4;Q9C0B1-2;Q9C0B1-3,FTO
Q9C0B1;Q9C0B1-4;Q9C0B1-2;Q9C0B1-3;A0A1B0GTC3;A0A1B0GVH5,FTO
Q9C0B5;Q9C0B5-2,ZDHHC5
Q9C0B5;Q9C0B5-2;H0YEF4,ZDHHC5
Q9C0B7,TANGO6
Q9C0B9;K7ESN2,ZCCHC2
Q9C0C2,TNKS1BP1
Q9C0C2;A0A2R8Y5C4,TNKS1BP1
Q9C0C4,SEMA4C
Q9C0C4;C9J4M7;C9JV89,SEMA4C
Q9C0C7;Q9C0C7-2;Q9C0C7-4;Q9C0C7-5;Q9C0C7-3;A0A075B6T1,AMBRA1
Q9C0C9,UBE2O
Q9C0C9;K7ES11,UBE2O
Q9C0D2;Q9C0D2-3,CEP295
Q9C0D3,ZYG11B
Q9C0D3;A8DPD7,ZYG11B
Q9C0D5,TANC1
Q9C0D7;Q9C0D7-2;E9PP00,ZC3H12C
Q9C0E2,XPO4
Q9C0E8;Q9C0E8-2;Q9C0E8-4;C9JL94;C9JM95,LNPK
Q9C0E8;Q9C0E8-2;Q9C0E8-4;Q9C0E8-3,LNPK
Q9C0F1,CEP44
Q9C0F1;Q9C0F1-2,CEP44
Q9C0F1;Q9C0F1-2;D6RGX6,CEP44
Q9C0G0;Q9C0G0-2;Q9C0G0-3,ZNF407
Q9C0H2;Q9C0H2-2;Q9C0H2-3;Q9C0H2-4,TTYH3
Q9C0H5-2,ARHGAP39
Q9C0H9;Q9C0H9-2;A0A087WVV7;A0A087X165;A0A590UJ70,SRCIN1
Q9C0I1,MTMR12
Q9C0J8,WDR33
Q9C0J8;C9J8B4,WDR33
Q9C0K1;Q9C0K1-2;Q9C0K1-3;A0A804HJR0;A0A804HKW0;A0A804HKX2,SLC39A8
Q9C0K7;Q9C0K7-2;C9JSU7,STRADB
Q9C0K7;Q9C0K7-2;Q9C0K7-3,STRADB
Q9GZL7,WDR12
Q9GZM3;A6NFM0,POLR2J2
Q9GZM5;E7EQR8,YIPF3
Q9GZM8;Q9GZM8-2;Q9GZM8-3;A6NIZ0,NDEL1
Q9GZN1,ACTR6
Q9GZN2;H0YKN5,TGIF2
Q9GZN7,ROGDI
Q9GZN8;Q9GZN8-2,ADISSP
Q9GZN8;Q9GZN8-2;H7BYU9,ADISSP
Q9GZP4;Q9GZP4-2,PITHD1
Q9GZP8-2;K7EKZ2;K7EQZ3,IMUP
Q9GZP9;I3L0R8;I3L1S8;I3L1W3;I3L3R8;I3L4W7;K7EQE8,DERL2
Q9GZQ3,COMMD5
Q9GZR1;Q9GZR1-2,SENP6
Q9GZR2,REXO4
Q9GZR7;G3V529,DDX24
Q9GZS1;E7EX70,POLR1E
Q9GZS1;Q9GZS1-1,POLR1E
Q9GZS1;Q9GZS1-1;E7EX70,POLR1E
Q9GZS3;H0YN81,SKIC8
Q9GZT3;Q9GZT3-2,SLIRP
Q9GZT3;Q9GZT3-2;A0A087WUN7;G3V2S9;G3V4X6;H0YJ40,SLIRP
Q9GZT4,SRR
Q9GZT6-2;Q9GZT6,CCDC90B
Q9GZT6-2;Q9GZT6;Q9GZT6-3,CCDC90B
Q9GZT8;Q9GZT8-2,NIF3L1
Q9GZT9;Q9GZT9-2,EGLN1
Q9GZT9;Q9GZT9-2;Q9GZT9-3,EGLN1
Q9GZT9;Q9GZT9-2;Q9GZT9-3;F8W1G2,EGLN1;EGLN3
Q9GZT9;Q9GZT9-3,EGLN1
Q9GZU1,MCOLN1
Q9GZU1;M0QXD0,MCOLN1
Q9GZU3;Q9GZU3-3;Q9GZU3-4,TMEM39B
Q9GZU7;Q9GZU7-2;Q9GZU7-3;H7C1Z7;H7C270,CTDSP1
Q9GZU8,PSME3IP1
Q9GZV1;Q9GZV1-2;A0A0A0MRN9;Q5T457,ANKRD2
Q9GZV5,WWTR1
Q9GZY4,COA1
Q9GZY4;C9J6J1;C9JA07,COA1
Q9GZY8,MFF
Q9GZY8-2;H7C433,MFF
Q9GZY8;Q9GZY8-2;H7C433,MFF
Q9GZZ1;E7EQ69,NAA50
Q9GZZ9;A0A804HJ86,UBA5
Q9H000;Q9H000-2;A0A7I2V5D2;A0A7I2YQI0;C9J494,MKRN2
Q9H008,LHPP
Q9H008;Q9H008-2;Q5T1Z0,LHPP
Q9H019;Q9H019-3,MTFR1L
Q9H040,SPRTN
Q9H040;B1AKT1,SPRTN
Q9H061;E9PI90,TMEM126A
Q9H061;Q9H061-2,TMEM126A
Q9H063;E9PR76;E9PSH4,MAF1
Q9H074;Q9H074-2;D6REB4,PAIP1
Q9H074;Q9H074-2;Q9H074-3;D6REB4,PAIP1
Q9H078-2,CLPB
Q9H079;H0YLX9;H0YMR8,KATNBL1
Q9H081,MIS12
Q9H081;I3L4K6,MIS12
Q9H082;A0A494C0Z5,RAB33B
Q9H089,LSG1
Q9H093,NUAK2
Q9H098;Q9H098-2;A0A1C7CYX8;C9J6N5;C9JQ40;C9JW51,FAM107B
Q9H0A0;E9PMU0,NAT10
Q9H0A0;Q9H0A0-2,NAT10
Q9H0A0;Q9H0A0-2;E9PMU0,NAT10
Q9H0A8,COMMD4
Q9H0B6;C9JHT2,KLC2
Q9H0B6;Q9H0B6-2,KLC2
Q9H0B6;Q9H0B6-2;C9JHT2,KLC2
Q9H0B6;Q9H0B6-2;Q07866-3;Q07866-6;G3V5R9,KLC1;KLC2
Q9H0C5,BTBD1
Q9H0C5;Q9H0C5-2,BTBD1
Q9H0C5;Q9H0C5-2;Q9BX70,BTBD1;BTBD2
Q9H0C8,ILKAP
Q9H0D6,XRN2
Q9H0E2,TOLLIP
Q9H0E3-3;A0A2R8YDB8;H7BXF5,SAP130
Q9H0E9;Q9H0E9-2;B5MCW3,BRD8
Q9H0F6;Q9H0F6-2,SHARPIN
Q9H0F7;Q9H0F7-2,ARL6
Q9H0G5,NSRP1
Q9H0H0;J3KMZ7,INTS2
Q9H0H5,RACGAP1
Q9H0I2;Q9H0I2-2,ENKD1
Q9H0I2;R4GN60,ENKD1
Q9H0J9,PARP12
Q9H0K1,SIK2
Q9H0K1;A0A0B4J2F2;P57059,SIK1;SIK1B;SIK2
Q9H0K6,PUS7L
Q9H0K6;Q9H0K6-2,PUS7L
Q9H0L4,CSTF2T
Q9H0L4;P33240;P33240-2,CSTF2;CSTF2T
Q9H0M0;Q9H0M0-3;Q9H0M0-6,WWP1
Q9H0M0;Q9H0M0-3;Q9H0M0-6;Q96J02;Q96J02-2;A0A590UJW8,ITCH;WWP1
Q9H0N5;H0YA52,PCBD2
Q9H0P0-1;Q9H0P0-2,NT5C3A
Q9H0P0;Q9H0P0-1;Q9H0P0-2;X6RM59,NT5C3A
Q9H0P0;X6RM59,NT5C3A
Q9H0Q0;Q9NUQ9;A0A8V8TMP7,CYRIA;CYRIB
Q9H0R1;E7EQ45,AP5M1
Q9H0R3;Q8TDQ4;H0Y861;H0Y870,TMEM222
Q9H0R4;K7ER15,HDHD2
Q9H0R4;Q9H0R4-2,HDHD2
Q9H0R4;Q9H0R4-2;K7ER15,HDHD2
Q9H0R6,QRSL1
Q9H0R6;Q9H0R6-2;X6R772,QRSL1
Q9H0S4;Q9H0S4-2,DDX47
Q9H0S4;Q9H0S4-2;F5H1N9,DDX47
Q9H0T7,RAB17
Q9H0U3;A0A087WU53;A0A8I5KYH1;A0A8I5KY62,MAGT1
Q9H0U4,RAB1B
Q9H0U6,MRPL18
Q9H0U9,TSPYL1
Q9H0V1;Q9H0V1-2;H7C268,TMEM168
Q9H0V9;Q9H0V9-2,LMAN2L
Q9H0V9;Q9H0V9-2;F8WB07,LMAN2L
Q9H0W8,SMG9
Q9H0W8;Q9H0W8-2,SMG9
Q9H0W9-4;E9PJU8,C11orf54
Q9H0X4;Q9H0X4-2,FAM234A
Q9H0X9;Q9H0X9-2;Q9H0X9-3,OSBPL5
Q9H115;Q9H115-2;A0A087WZQ7,NAPB
Q9H116,GZF1
Q9H147,DNTTIP1
Q9H160;Q9H160-2;C9J4X5,ING2
Q9H173,SIL1
Q9H1A3;Q9H1A3-2,METTL9
Q9H1A3;Q9H1A3-2;H3BM54;H3BN86,METTL9
Q9H1A3;Q9H1A3-2;H3BN86,METTL9
Q9H1A4,ANAPC1
Q9H1B5,XYLT2
Q9H1B5;Q9H1B5-2;A0A0C4DFW8;B4DT06,XYLT2
Q9H1B7,IRF2BPL
Q9H1C4,UNC93B1
Q9H1C4;E9PR93;E9PNE5,UNC93B1
Q9H1C7,CYSTM1
Q9H1E3,NUCKS1
Q9H1E5,TMX4
Q9H1E5;E9PIN7,TMX4
Q9H1H9-2;Q9H1H9-3;Q9H1H9-4;Q9H1H9,KIF13A
Q9H1H9-2;Q9H1H9-3;Q9H1H9-4;Q9H1H9;A0A1B0GUA8,KIF13A
Q9H1H9;A0A1B0GUA8,KIF13A
Q9H1I8,ASCC2
Q9H1I8;Q9H1I8-3,ASCC2
Q9H1J1,UPF3A
Q9H1K0,RBSN
Q9H1K1;B3KQ30;B4DNC9;F5H5N2,ISCU
Q9H1K1;Q9H1K1-2,ISCU
Q9H1K1;Q9H1K1-2;B3KQ30;B4DNC9;F5H5N2,ISCU
Q9H1P3;Q9H1P3-2;A0A2R8Y5R1;A0A2R8YG59;A0A2R8Y690,OSBPL2
Q9H1U4,MEGF9
Q9H1X3-3;A0A024R161,DNAJC25;DNAJC25-GNG10
Q9H1X3;Q9H1X3-2,DNAJC25
Q9H1X3;Q9H1X3-3;A0A024R161,DNAJC25;DNAJC25-GNG10
Q9H1Y0,ATG5
Q9H1Y0;Q9H1Y0-2,ATG5
Q9H1Z4;Q9H1Z4-2,WDR13
Q9H1Z4;Q9H1Z4-2;A0A087X091,WDR13
Q9H201;Q9H201-2;D6REL6;D6RFG3;I6L9I8,EPN3
Q9H204;H0YAA8,MED28
Q9H211,CDT1
Q9H211;H3BSY1,CDT1
Q9H223,EHD4
Q9H223;Q9NZN3,EHD3;EHD4
Q9H223;Q9NZN3;Q9H4M9,EHD1;EHD3;EHD4
Q9H237;Q9H237-2;Q9H237-3;Q9H237-4;Q9H237-5,PORCN
Q9H267,VPS33B
Q9H269,VPS16
Q9H270,VPS11
Q9H270;A0A087WXL6,VPS11
Q9H299;Q5T123,SH3BGRL3
Q9H2C0,GAN
Q9H2C0;A0A0S2Z5G5;A0A3B3ITY2,GAN
Q9H2C2;H7C0E7;H7C484,ARV1
Q9H2D1;A0A9L9PY70,SLC25A32
Q9H2D6;Q9H2D6-2;Q9H2D6-3;Q9H2D6-5;Q9H2D6-7,TRIOBP
Q9H2D6;Q9H2D6-2;Q9H2D6-3;Q9H2D6-5;Q9H2D6-7;F6TR96,TRIOBP
Q9H2D6;Q9H2D6-2;Q9H2D6-3;Q9H2D6-5;Q9H2D6-7;F6TR96;A0A494BZV2;Q6WCQ1-3,MPRIP;TRIOBP
Q9H2F5;Q9H2F5-2;A0A590UJN0,EPC1
Q9H2G2,SLK
Q9H2G2-2,SLK
Q9H2G2;Q9H2G2-2,SLK
Q9H2G2;Q9H2G2-2;O94804;H0YB71,SLK;STK10
Q9H2G4,TSPYL2
Q9H2G9,BLZF1
Q9H2G9;Q5T532,BLZF1
Q9H2H8;H7BZ14,PPIL3
Q9H2H9;F8VX04,SLC38A1
Q9H2J4,PDCL3
Q9H2J4;C9JST4;H7BZP2,PDCL3
Q9H2J4;H7BZP2,PDCL3
Q9H2J7;A0A7P0TBL2,SLC6A15
Q9H2K0,MTIF3
Q9H2K2,TNKS2
Q9H2K2;O95271,TNKS;TNKS2
Q9H2K8,TAOK3
Q9H2M9;A0A8I5KRK1;A0A8I5KY07;A0A8I5KYQ0;A0A8I5KZB3,RAB3GAP2
Q9H2P0,ADNP
Q9H2P9;Q9H2P9-4;Q9H2P9-5;Q9H2P9-6,DPH5
Q9H2T7;Q9UIA9;E7ESC6,RANBP17;XPO7
Q9H2U1;Q9H2U1-2,DHX36
Q9H2U1;Q9H2U1-2;Q9H2U1-3,DHX36
Q9H2U1;Q9H2U1-3,DHX36
Q9H2U2;Q9H2U2-2,PPA2
Q9H2U2;Q9H2U2-2;Q9H2U2-3,PPA2
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6,PPA2
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6;A0A0C4DGB9,PPA2
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6;Q9H2U2-4,PPA2
Q9H2V7;Q9H2V7-2;Q9H2V7-3;H3BMF4;H3BR82,SPNS1
Q9H2W6,MRPL46
Q9H2Y7;H3BSS6,ZNF106
Q9H300;Q9H300-2;A0A1W2PP11,PARL
Q9H307,PNN
Q9H307;G3V579;G3V5F0,PNN
Q9H329;Q9H329-2,EPB41L4B
